,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Fabricaton,Origin,Fabriction,Fabrocation,Materia,Platform,Volume,Suitable,Includes,Wedge,Sport,Sneaker,Base,Footwear,Ingredients,Formal,Toe,Size,Qty,Care
568,Ladies viper fash 20 - yellow,SOVIET,Yellow,,Canvas Upper with Rubber Sole,R226,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1791309/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
569,L viper fash - brown,SOVIET,Brown,,Faux Leather upper with Rubber sole,R239,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1791246/original.jpg,women,"UK 4, UK 5, UK 6, UK 3, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
570,Rider Play On - luminous purple & fluo pink,PUMA,Luminous Purple & Fluo Pink,Code 37114903,Textile Upper with Suede Overlays & Rubber Sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1787306/original.jpg,women,"UK 11, UK 12, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,,,,
571,2750 Cotu classic canvas - red & white,SUPERGA,Red & White,Code S000010-C90,Canvas Upper with Rubber Sole,R486,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1784871/original.jpg,women,"UK 6.5, UK 8, UK 9, UK 10, UK 10.5, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 7, UK 11, ",,,,,,,,,,,,,,,,,,,,
572,2750 Cotu classic canvas - yellow golden,SUPERGA,Yellow Golden,Code S000010-W8U,Canvas Upper with Rubber Sole,R486,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1784830/original.jpg,women,"UK 9, UK 10, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, UK 10.5, UK 11, ",,,,,,,,,,,,,,,,,,,,
573,Chuck Taylor All Star Lift Hi - white,Converse,White,Code 560846C,Canvas Upper with Rubber sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1780263/original.jpg,women,"UK 3, UK 8, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
574,2555 Alpina tank sole - black,SUPERGA,Black,Code S00F4B0-996,Canvas Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1779210/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6.5, UK 7, UK 8, UK 6, ",,,,,,,,,,,,,,,,,,,,
575,Instapump Fury OG - white / radiant red / humble blue,Reebok,"White, Radiant red & umble blue",Code EF3143,Textile Upper with Rubber Sole,R1819,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1744966/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 3.5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
576,Superstar j - white,adidas Originals,White,Code EF5399,Leather Upper with Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1753629/original.jpg,kids,"UK 3, UK 4, UK 5, UK 6, ",,,,,,,,,,,,,,,,,,,,
577,Superstar 50 - ftwr white,adidas Originals,Ftwr White,Code EG4960,Leather Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1749765/original.jpg,men,"UK 3.5, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 4, UK 5, UK 6, ",,,,,,,,,,,,,,,,,,,,
578,Gel-kinsei og - white,ASICS,White,Code 1022a111-100,Textile Upper With Rubber sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1731862/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
579,Continental 80 strap Core black / hi-res yellow,adidas Originals,Core black/hi-res yellow/energy ink f17,Code ee8738,Leather Upper,R1349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1726232/original.jpg,women,"UK 4, UK 5, UK 6, UK 3.5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
580,VLTG Leather ox Utility - green & field surplus,Converse,Utility Green & Field Surplus,Code 566131C,Canvas Upper with Rubber Sole,R779,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1715312/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
581,VLTG Leather - field surplus / black,Converse,Midfield Surplus/Black,Code 566166C,Suede Upper with Rubber Sole,R1234,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1713430/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 8, UK 4, ",,,,,,,,,,,,,,,,,,,,
582,Sleek - shock pink / core black,adidas Originals,Shock Pink & Core Black,Code ee5292,Suede Upper with Rubber sole,R629,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1713294/original.jpg,women,"UK 4, UK 5, UK 6, UK 3.5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
583,125ml sneaker protector,Sneaker LAB,,,,R104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132334/original.jpg,men,,,,,,,,125ml,,,,,,,,,,,,,
584,125ml sneaker cleaner,SneakerLAB,,,,R149,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132332/original.jpg,men,,,,,,,,125ml,,,,,,,,,,,,,
585,S-astico low lace - star white,Diesel,Star White,Code Y01933 - PR012 - T1015,Canvas Upper with Rubber sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1701180/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
586,S-astico low lace w - sneakers - black,Diesel,Black,Code Y01933 - PR012 - T8013,Canvas Upper with Rubber sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1701203/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
587,Chuck Taylor All Star madison true faves sneaker - black,Converse,Black,Code 563508C,Canvas Upper with Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1655286/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
588,Chuck Taylor All Star madison true faves - white,Converse,White,Code 563509C,Canvas Upper with Rubber sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1646136/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
589,2790a Cotw classic canvas full wedge - f43 navy / white,SUPERGA,F43 Navy / White,Code S0001L0-F43,Canvas Upper with Rubber Sole,R699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1561002/original.jpg,women,"UK 8, UK 2.5, UK 3, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, ",,,,,,,,,,,,,,,,,,,,
590,Club C 85 - pale pink/white,Reebok,Pale Pink/White,Code CN7752,Leather Upper with Rubber Sole,R769,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1559085/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 3, UK 8, ",,,,,,,,,,,,,,,,,,,,
591,Chuck taylor all star shoreline - athletic navy,Converse,Athletic Navy,Code 537080C,Canvas Upper with Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1544160/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
592,"Sleek w - ftwr white, crystal white",adidas Originals,Ftwr White & Crystal White,Code DB3258,Leather Upper with Rubber Sole,R839,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1531611/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
593,2555 Cotu canvas tank sole - 901 white,SUPERGA,901 WHITE,Code S00F4B0-901,Canvas Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1508991/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 5.5, UK 6.5, UK 7, UK 8, UK 2.5, UK 6, ",,,,,,,,,,,,,,,,,,,,
594,Rovulc hb mid wmn - white,G-Star RAW,White,Code D07670-8715-110,Denim Upper with Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1489712/original.jpg,women,"UK 5, UK 6, UK 3, UK 4, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
595,Continental 80 - black/scarlet/collegiate navy,adidas Originals,Black/Scarlet/Collegiate Navy,Code G27707,Leather Upper with Rubber Sole,R779,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1466785/original.jpg,men,"UK 11, UK 12, UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,,,,
596,Chuck 70 - hi - white/garnet/egret,Converse,White/Garnet/Egret,Code 162056C,Canvas Upper with Rubber sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1443488/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,,,,
597,Chuck 70 - ox canvas - white/garnet/egret,Converse,White/Garnet/Egret,Code 162065C,Canvas Upper with Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1443484/original.jpg,men,"UK 3, UK 6, UK 10, UK 11, UK 4, UK 5, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,,,,
598,CTAS shoreline slip - black,Converse,Black,Code 537081C,Canvas Upper with Rubber Sole,R486,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/spree/product/s/p/spree2018august31picslgas0259.jpg,women,"UK 3, UK 4, UK 8, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
599,Princess - White,Reebok,White,Code CN2212,Leather,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121649/original.jpg,women,"UK 5, UK 6, UK 7, UK 8, UK 3, UK 4, ",,,,,,,,,,,,,,,,,,,,
600,Premium Kit,SneakerLAB,,,,R249,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132351/original.jpg,men,,,,,,,,,"For Canvas, Leather, Suede & Nubuck","Sneaker Cleaner, Odor Protector, Premium Brush & Sneaker Protector",,,,,,,,,,,
601,Leather Care,SneakerLAB,,,,R89,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/712209/original.jpg,men,,,,,,,,50ml,,,,,,,,,,,,,
602,Odor Protector,SneakerLAB,,,,R89,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1926177/original.jpg,men,,,,,,,,50ml,,,,,,,,,,,,,
603,Old Skool Platform - black,Vans,Black,Code VA3B3UBKA,Suede & Canvas Upper with Waffle Sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/695832/original.jpg,women,"UK 6, UK 7, UK 8, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,,,,
604,Chuck Taylor All Star '70 Ox Low,Converse,Black,Code 162058C,Canvas Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/678694/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 10, UK 11, UK 8, UK 9, ",,,,,,,,,,,,,,,,,,,,
605,Chuck Taylor All Star '70 Hi,Converse,Parchment,Code 162053C,Canvas Upper with Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/678681/original.jpg,men,"UK 3, UK 4, UK 7, UK 8, UK 10, UK 5, UK 6, UK 9, UK 11, ",,,,,,,,,,,,,,,,,,,,
606,Chuck Taylor All Star '70 Ox Low,Converse,Parchment,Code 162062C,Canvas Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/678701/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,,,,
607,2730 Cotu Canvas,SUPERGA,White,Code S00C3N0,Canvas Upper With Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/647061/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",,,,,,,,,,Height 3cm,,,,,,,,,,
608,Authentic,,,,,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/636310/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,Lifestyle,Type Lo-Top,Colour Black,,,,,,,
609,Slip-on platform,Vans,Black & White,,Canvas Upper with Waffle Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/630383/original.jpg,women,"UK 6, UK 7, UK 8, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,,,,
610,Mexico 66,,,,,R779,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/621475/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, UK 11, ",,,,,,,,,,,,Type Sneakers,Colour Black,Upper Leather upper,,,,,,
611,Rovulc HB low,G-Star RAW,White,,Canvas Upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/574045/original.jpg,women,"UK 8, UK 2.5, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
612,Club C,Reebok,,,,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/565154/original.jpg,women,"UK 7, UK 3, UK 4, UK 5, UK 6, UK 8, ",,,,,,,,,,,Lifestyle,Type Lo-Top,Colour White,,,,,,,
613,Vans Era,,,,,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/564851/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,Type Sneakers,Colour Navy,Upper Canvas upper,,,,,,
614,Crep Protect Cure Refill,Crep,,,,R199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/564533/original.jpg,men,,,,,,,,200ml,,,,,,,,"Water, Coconut extracts & Jojoba",,,,,
615,Club C - white/light grey/gum,Reebok,white/light grey/gum,Code BS7686,Leather Upper with Runner Sole,R839,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/554874/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
616,Gel-Lyte III - black,ASICS,,,,R1104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/547983/original.jpg,women,"UK 8, UK 10, UK 3, UK 4, UK 5, UK 6, UK 7, UK 9, UK 11, UK12, ",,,,,,,,,,,,Type Sneakers,Colour Black,Upper Leather upper,,,,,,
617,Old Skool platform,Vans,Black,,Canvas Upper with Waffle Sole,R711,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/531500/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, UK 9, ",,,,,,,,,,,,,,,,,,,,
618,Classic Leather Foundation - Black/Gum,Reebok,Black/Gum,Code 49804,Leather Upper with Gum Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/521407/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
619,Vans Classic Slip-On,,,,,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/520238/original.jpg,women,"UK 3, UK 7, UK 8, UK 9, UK 4, UK 5, UK 6, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,Type Sneakers,Colour Black,Upper Canvas upper,,Shoes Type Slip On,,,,
620,Classic Slip On,Vans,White / White,Code VN000EYEW00,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/516830/original.jpg,women,"UK 3, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 4, UK 5, UK 12, ",,,,,,,,,,,,,,,,,,,,
621,Chuck Taylor All Star,,,,,R849,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/497662/original.jpg,men,"UK 3, UK 10, UK 11, UK 12, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,Type Sneakers,Colour Black,Upper Canvas upper,,,Detail Round toe,,,
622,Chuck Taylor All Star,,,,,R849,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/497647/original.jpg,men,"UK 3, UK 8, UK 10, UK 11, UK 4, UK 5, UK 6, UK 7, UK 9, ",,,,,,,,,,,,Type Sneakers,Colour Red,Upper Canvas upper,,,Detail Round toe,,,
623,Chuck Taylor All Star,,,,,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/497623/original.jpg,men,"UK 12, UK 3, UK 10, UK 11, UK 4, UK 5, UK 6, UK 7, UK 8, UK 8.5, UK 9, ",,,,,,,,,,,Lifestyle,Type Lo-Top,Colour Red,,,,,,,
624,Chuck Taylor All Star,,,,,R849,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/497652/original.jpg,men,"UK 12, UK 3, UK 4, UK 5, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3.5, UK 5.5, UK 6, ",,,,,,,,,,,,Type Sneakers,Colour Navy,Upper Canvas upper,,,Detail Round toe,,,
625,Chuck Taylor All Star,,,,,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/497639/original.jpg,men,"UK 12, UK 3, UK 4, UK 7, UK 8, UK 9, UK 10, UK 11, UK 5, UK 6, UK 7.5, UK 8, ",,,,,,,,,,,Lifestyle,Type Lo-Top,Colour White,,,,,,,
626,Chuck Taylor All Star,,,,,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/497631/original.jpg,men,"UK 12, UK 3, UK 4, UK 6, UK 8, UK 9, UK 10, UK 11, UK 5, UK 7, ",,,,,,,,,,,Lifestyle,Type Lo-Top,Colour Navy,,,,,,,
627,Chuck Taylor All Star,,,,,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/497617/original.jpg,men,"UK 12, UK 3, UK 7, UK 8, UK 9, UK 10, UK 11, UK 4, UK 5, UK 6, ",,,,,,,,,,,Lifestyle,Type Lo-Top,Colour Black,,,,,,,
628,Mexico 66,,,,,R779,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/448286/original.jpg,women,"UK 3, UK 4, UK 4.5, UK 6.5, UK 7.5, UK 8.5, UK 9.5, UK 10.5, UK 13, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,Type Sneakers,Colour White,Upper Leather upper,,,,,,
629,Mexico 66,,,,,R779,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/441619/original.jpg,women,"UK 3, UK 12, UK 8.5, UK 9.5, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,Type Sneakers,Colour White,Upper Leather upper,,,,,,
630,Classic Leather,Reebok,,,,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/434050/original.jpg,women,"UK 6, UK 3, UK 4, UK 5, UK 7, UK 8, ",,,,,,,,,,,Lifestyle,Type Lo-Top,Colour Black,,,,,,,
631,Classic Leather,Reebok,White,Code 2232,Leather Upper & Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/432130/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
632,Classic leather,Reebok,,,,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/432112/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 8, UK 4, ",,,,,,,,,,,Lifestyle,Type Lo-Top,Colour White,,,,,,,
633,Freestyle hi,Reebok,White,Code 2431,Leather Upper & Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/432155/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
634,Crep Protect Spray,Crep,,,,R249,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/467493/original.jpg,men,,,,,,,,,,,,,,,,,,,200ml,,
635,Crep Protect Wipes,Crep,,,,R199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/396680/original.jpg,men,,,,,,,,,,,,,,,,,,,,12 Individually Wrapped Wipes,
636,2750 Cotu Classic Canvas,Superga,Grey Sage,,Canvas Upper & Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/396253/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6.5, UK 8, UK 9, UK 10, UK 10.5, UK 11, UK 6, UK 7, UK 9.5, ",,,,,,,,,,,,,,,,,,,,
637,2750 Cotu Classic Canvas,SUPERGA,Black / White,,Canvas Upper & Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/391804/original.jpg,women,"UK 2.5, UK 3.5, UK 8, UK 9, UK 10, UK 10.5, UK 11, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 9.5, ",,,,,,,,,,,,,,,,,,,,
638,SK8-Hi,,,,,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/366053/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,Type Sneakers,Colour Black,Upper Canvas upper,,,Detail Round toe,,,
639,SK8-Hi,,,,,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/360856/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,Type Sneakers,Colour Black and White,Upper Canvas upper,,,Detail Round toe,,,
640,Old Skool,,,,,R849,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/360802/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 3, UK 4, UK 5, UK 6, ",,,,,,,,,,,,Type Sneakers,Colour Black and White,Upper Canvas upper,,,Detail Round toe,,,
641,Old Skool,Vans,Black / Black,,Canvas Upper & Rubber Waffle Outsole,R799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/360792/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,,,,
642,SK8-Hi,,,,,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/650571/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,Type Sneakers,Colour White,Upper Canvas upper,,,Detail Round toe,,,
643,Old Skool,,,,,R849,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/393168/original.jpg,women,"UK 13, UK 14, UK 15, UK 3, UK 4, UK 8, UK 9, UK 10, UK 12, UK 5, UK 6, UK 7, UK 11, ",,,,,,,,,,,,Type Sneakers,Colour White,Upper Canvas upper,,,Detail Round toe,,,
644,SK8-Hi,Vans,Navy / Black,,Canvas Upper with Waffle Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/360809/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,,,,
645,Authentic - True White,Vans,True White,Code VEE3WHT,Canvas Upper with Waffle Sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1619579/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,,,,
646,2750 Cotu,SUPERGA,Navy,,Canvas Upper & Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/317080/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, UK 9, UK 10, UK 10.5, UK 11, UK 9.5, ",,,,,,,,,,,,,,,,,,,,
647,Authentic,,,,,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/295163/original.jpg,women,"UK 3, UK 9, UK 10, UK 11, UK 12, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,Lifestyle,Type Lo-Top,Colour Black and White,,,,,,,
